,Latitude,Longitude
1099,43.1289,7.4073
1100,43.0842,7.4281
1101,43.0392,7.4493
1102,42.9986,7.4472
1103,42.9712,7.3914
1104,42.8987,7.227
1105,42.9062,7.1523
1106,42.9132,7.0773
1107,42.9216,6.9997
1108,42.9304,6.9225
1109,42.9398,6.8491
1110,42.9471,6.7724
1111,42.954,6.6971
1112,42.9649,6.6231
1113,42.9631,6.2806
1114,42.9187,6.2976
1115,42.8727,6.3134
1116,42.8299,6.3317
1117,42.7873,6.3521
1118,42.7537,6.3406
1119,42.7113,6.3663
1120,42.7248,6.3048
1121,42.7204,6.2448
1122,42.7137,6.1843
1123,42.7053,6.1234
1124,42.7066,6.0727
1125,42.7067,6.0662
1126,42.7324,6.0058
1127,42.7582,5.9445
1128,42.8051,5.7427
1129,42.7922,5.6725
1130,42.7786,5.6068
1131,42.7651,5.543
1132,42.8378,5.4744
1133,42.8405,5.4115
1134,42.845,5.3446
1135,42.8498,5.2777
1136,42.8404,5.2511
1137,42.8137,5.2937
1138,42.7216,6.6075
1139,42.6823,6.6507
1140,42.6429,6.6922
1141,42.6037,6.7353
1142,42.5619,6.7852
1143,42.5213,6.8333
1144,42.4799,6.8805
1145,42.4273,6.8634
1146,42.3966,6.9111
1147,42.3662,6.9605
1148,42.3355,7.0105
1149,42.3554,7.0568
1150,42.4042,7.0723
1151,42.4532,7.088
1152,42.4583,7.0912
1153,42.5102,7.1122
1154,42.563,7.13
1155,43.313,7.4368
1156,43.335,7.4295
1157,43.325,7.4076
1158,43.3158,7.3877
1159,43.3184,7.3693
1160,43.3303,7.3485
1161,43.357,7.3208
1162,43.3905,7.3559
1163,43.4246,7.3911
1164,43.4596,7.427
1165,43.4948,7.4633
1166,43.5311,7.5041
1167,43.5649,7.5454
1168,43.5359,7.5852
1169,43.5018,7.6253
1170,43.4995,7.628
1171,43.4688,7.6655
1172,43.4375,7.7083
1173,43.4065,7.7559
1174,43.3838,7.7373
1175,43.4894,7.2869
1176,43.4582,7.332
1177,43.2891,7.8605
1178,43.3358,7.8405
1179,43.3525,7.7999
1180,43.3547,7.7943
1181,43.3685,7.7312
1182,43.3823,7.6682
1183,43.3952,7.6086
1184,43.2185,7.1313
1185,43.1615,7.1207
1186,43.106,7.0028
1187,43.0875,6.9366
1188,43.0845,6.8889
1189,43.1203,6.8908
1190,42.9556,6.3888
1191,42.9199,6.4251
1192,42.884,6.4619
1193,42.85,6.4991
1194,42.8152,6.5385
1195,42.7762,6.5795
1196,42.7375,6.6205
1197,42.7221,6.6282
1198,42.6849,6.67
1199,42.6479,6.7141
1200,42.6082,6.7565
1201,42.5664,6.8016
1202,42.5223,6.8477
1203,42.4768,6.8925
1204,42.4308,6.9368
1205,42.3846,6.98
1206,42.2182,7.1246
1207,42.2524,7.1444
1208,42.2818,7.1869
1209,42.3017,7.2346
1210,42.3368,7.2854
1211,42.3713,7.3383
1212,42.4049,7.3917
1213,42.423,7.4204
1214,42.4691,7.4467
1215,42.5158,7.466
1216,42.5602,7.4814
1217,42.603,7.4931
1218,42.6372,7.4498
1219,42.6429,7.4316
1220,42.6754,7.3863
1221,42.7086,7.3392
1222,42.7436,7.2917
1223,42.7804,7.241
1224,42.8148,7.1937
1225,42.8466,7.1547
1226,42.9077,7.0176
1227,42.9394,6.9721
1228,42.9659,6.9785
1229,43.4802,7.1488
1230,43.4523,7.201
1231,43.425,7.2542
1232,43.3988,7.3549
1233,43.3796,7.3657
1234,43.342,7.3973
1235,43.3264,7.4084
1236,43.2918,7.4489
1237,43.2647,7.4782
1238,43.2597,7.4842
1239,43.2389,7.4307
1240,43.2261,7.3283
1241,43.2181,7.2641
1242,43.1794,7.2457
1243,43.1582,7.2406
1244,43.1341,7.2481
1245,43.1316,7.2457
1246,43.1306,7.228
1247,43.1002,7.0739
1248,43.0876,7.0165
1249,43.0004,6.9689
1250,42.9756,6.9302
1251,42.8281,6.6671
1252,42.9601,6.384
1253,42.9208,6.4243
1254,42.8821,6.4677
1255,42.8435,6.5119
1256,42.804,6.5548
1257,42.7842,6.5759
1258,42.7429,6.6197
1259,42.6993,6.6661
1260,42.6552,6.7107
1261,42.6148,6.7523
1262,42.5744,6.7945
1263,42.5339,6.835
1264,42.4471,7.2364
1265,42.4875,7.2792
1266,42.7759,7.1595
1267,42.8276,7.1543
1268,42.8792,7.1483
1269,42.8982,7.1064
1270,42.947,7.1078
1271,42.9961,7.1167
1272,43.0464,7.1252
1273,43.0961,7.134
1274,43.1315,7.1728
1275,43.1577,7.2286
1276,43.1838,7.3055
1277,43.2133,7.3607
1278,43.249,7.4109
1279,43.2844,7.4614
1280,43.3148,7.5044
1281,43.3169,7.505
1282,43.3499,7.4565
1283,43.3845,7.4036
1284,43.4218,7.3511
1285,43.4586,7.2983
1286,43.4971,7.2506
1287,43.5319,7.2132
1288,43.2833,7.2148
1289,43.2625,7.2677
1290,43.2303,7.312
1291,43.2148,7.3189
1292,43.1707,7.3485
1293,43.1421,7.3691
1294,43.0973,7.3991
1295,43.0498,7.4336
1296,43.0357,7.4455
1297,42.9909,7.4775
1298,42.9433,7.51
1299,42.5077,8.5175
1300,42.5503,8.5381
1301,42.5954,8.5611
1302,42.6254,8.5903
1303,42.659,8.622
1304,42.6875,8.6559
1305,42.7322,8.6562
1306,42.7802,8.6577
1307,43.1057,8.4006
1308,43.1319,8.3614
1309,43.1744,8.2867
1310,43.1455,8.3267
1311,43.1504,8.3234
1312,43.1147,8.283
1313,43.0845,8.2461
1314,43.0778,8.2392
1315,43.0451,8.1972
1316,43.0126,8.155
1317,42.983,8.1088
1318,42.9871,8.0514
1319,42.9916,8.0362
1320,43.0153,7.9722
1321,43.0697,7.8547
1322,43.0937,7.8108
1323,43.1044,7.758
1324,43.1074,7.6936
1325,43.1117,7.6359
1326,43.129,7.6476
1327,43.1261,7.5947
1328,43.1243,7.5309
1329,43.1231,7.4665
1330,42.8558,6.78
1331,42.8816,6.817
1332,42.9027,6.8557
1333,42.9213,6.899
1334,42.9387,6.9428
1335,42.9586,6.9855
1336,42.9794,7.0302
1337,42.9917,7.0385
1338,43.0248,7.0553
1339,43.0652,7.0794
1340,43.0987,7.1011
1341,43.13,7.0893
1342,43.166,7.1225
1343,43.1929,7.1474
1344,43.2291,7.1791
1345,42.869,6.8281
1346,42.8592,6.7719
1347,42.8443,6.7002
1348,42.8334,6.6472
1349,42.8295,6.6149
1350,42.816,6.5505
1351,42.8043,6.4864
1352,42.8052,6.4729
1353,42.7886,6.4135
1354,42.7711,6.3518
1355,42.7224,6.3477
1356,42.7152,6.2861
1357,42.7177,6.2346
1358,42.7135,6.242
1359,42.7124,6.2366
1360,42.6689,6.2099
1361,42.6242,6.1877
1362,42.5771,6.1667
1363,42.5308,6.1469
1364,42.4889,6.1252
1365,42.5075,6.062
1366,42.5208,6.0127
1367,42.5344,5.9581
1368,42.5465,5.9037
1369,42.5783,5.8943
1370,42.6222,5.9167
1371,42.6668,5.9359
1372,42.7026,5.9638
1373,42.7909,5.97
1374,42.7692,6.016
1375,42.7445,6.0658
1376,42.7228,6.1109
1377,42.7162,6.163
1378,42.733,6.2193
1379,42.7502,6.2723
1380,42.8018,6.2844
1381,42.7869,6.3252
1382,42.7834,6.3352
1383,42.7869,6.3608
1384,42.7962,6.3984
1385,42.8002,6.4467
1386,42.9567,6.3819
1387,42.9189,6.4214
1388,42.8812,6.4591
1389,42.8458,6.4975
1390,42.8094,6.5434
1391,42.7707,6.589
1392,42.7301,6.6333
1393,42.6914,6.6768
1394,42.6435,6.7765
1395,42.5963,6.814
1396,42.3706,7.0491
1397,42.3308,7.0804
1398,42.7634,5.9933
1399,42.7725,5.9231
1400,42.781,5.8522
1401,43.0688,5.6485
1402,43.059,5.5825
1403,43.048,5.5169
1404,43.0366,5.4497
1405,42.8503,5.0289
1406,42.8129,4.9912
1407,42.7914,4.9692
1408,42.787,4.9657
1409,42.765,4.9641
1410,42.7168,4.9599
1411,42.6713,4.9571
1412,42.6302,4.9825
1413,42.5913,5.021
1414,42.551,5.0521
1415,42.5108,5.0858
1416,42.8956,5.7201
1417,42.8864,5.7795
1418,42.8828,5.8034
1419,42.9181,5.8333
1420,42.9479,5.8634
1421,42.953,5.8608
1422,42.9344,5.8998
1423,42.9151,5.9431
1424,42.8977,5.9898
1425,-33.91373,18.32366
1426,-34.49938,16.87964
1427,-34.49984,13.76818
1428,-34.49984,12.62936
1429,-34.49989,8.12729
1430,-34.49988,3.39423
1431,-34.49991,2.74447
1432,-34.646,-0.6988
1433,-34.79798,-1.42273
1434,-34.94604,-2.1313
1435,-35.05531,-2.65528
1436,-35.93871,-6.91813
1437,-36.10068,-7.70317
1438,-36.26094,-8.48535
1439,-37.42253,-12.45763
1440,-38.20082,-11.76133
1441,-37.044,-12.24053
1442,-36.70655,-8.46407
1443,-36.64443,-7.75228
1444,-36.5823,-7.03993
1445,-36.52352,-6.3653
1446,-36.45125,-5.53883
1447,-36.14312,-2.01792
1448,-36.08763,-1.3876
1449,-36.0315,-0.74833
1450,-35.95563,-0.05777
1451,-35.87962,0.62362
1452,-35.28493,5.91343
1453,-35.1912,6.74365
1454,-35.11448,7.42248
1455,-35.03627,8.11363
1456,-34.95728,8.79605
1457,-34.42727,13.47423
1458,-34.38053,14.05992
1459,-34.38365,14.49107
1460,-34.38713,14.96012
1461,-34.39067,15.44115
1462,-33.89933,18.28933
1463,-34.00005,15.08568
1464,-34.67058,14.16477
1465,-35.14128,13.80473
1466,-37.66145,11.8954
1467,-38.516,11.22853
1468,-39.13493,10.74698
1469,-42.42103,8.09428
1470,-42.91107,7.92398
1471,-44.76873,6.92065
1472,-45.27038,6.42957
1473,-45.79472,5.91123
1474,-46.09228,5.61492
1475,-47.84445,3.88835
1476,-48.2773,3.42655
1477,-48.6277,3.0318
1478,-50.15338,1.39888
1479,-50.67697,0.83325
1480,-51.10952,0.34228
1481,-51.36555,0.02163
1482,-54.0649,0.00025
1483,-54.88317,0.0032
1484,-57.73332,0.00242
1485,-58.76408,0.0015
1486,-59.48022,0.01178
1487,-62.01553,0.00498
1488,-63.101,0.00021
1489,5.6347,83.1362
1490,5.7087,83.7122
1491,5.8953,85.0038
1492,5.9693,85.7022
1493,6.1637,86.9385
1494,6.2427,87.6247
1495,6.4225,88.7502
1496,6.4692,89.3732
1497,6.6318,90.5578
1498,6.5213,91.1412
1499,6.4847,92.2643
1500,6.4857,92.897
1501,6.5455,93.681
1502,6.6995,94.1268
1503,6.854,94.8588
1504,6.9277,95.3367
1505,7.0105,96.298
1506,7.2808,96.8997
1507,2.3037,101.8536
1508,2.4215,101.694
1509,2.6484,101.3775
1510,2.8568,100.9803
1511,3.1583,100.6398
1512,3.4716,100.2591
1513,5.5069,97.476
1514,5.6427,97.027
1515,5.7739,96.5858
1516,5.9026,96.1541
1517,6.0339,95.713
1518,6.1668,95.2768
1519,6.9782,92.5532
1520,7.1325,92.0312
1521,7.2746,91.5464
1522,7.4112,91.072
1523,8.7437,89.2574
1524,9.1083,89.1532
1525,9.4996,89.042
1526,9.928,88.9212
1527,10.3648,88.796
1528,10.799,88.6758
1529,11.8389,88.5981
1530,12.2929,88.7153
1531,12.7541,88.7501
1532,14.8168,89.0953
1533,15.2756,89.1725
1534,17.47156,89.51016
1535,18.016,89.5479
1536,17.9407,89.34
1537,18.03,89.6801
1538,17.5285,89.6424
1539,16.0351,87.959
1540,16.4799,87.8248
1541,16.0355,87.8699
1542,15.8782,88.2682
1543,15.5013,88.5533
1544,15.1337,88.83
1545,12.6874,88.7831
1546,12.14,88.7046
1547,9.39205,89.07423
1548,8.84355,89.2881
1549,8.2875,89.3885
1550,7.8646,89.5398
1551,7.4454,89.6913
1552,7.0296,89.8447
1553,6.7212,90.0107
1554,6.805,91.3838
1555,6.7124,91.8258
1556,6.628,92.2253
1557,6.547,92.624
1558,6.461,93.0193
1559,6.3811,93.4229
1560,5.7471,96.1514
1561,5.6364,96.5635
1562,5.5288,96.9558
1563,5.4201,97.3536
1564,5.2349,97.7096
1565,5.0015,98.0552
1566,3.2874,100.2856
1567,3.0186,100.6328
1568,2.7963,100.9829
1569,2.5986,101.3538
1570,2.3564,101.6925
